CustomerID,Recency,Frequency,Monetary,LastPurchaseDate,R_Score,F_Score,M_Score,RFM_Score,Segment
13979,73,1,869.87,2011-09-27 13:32:00,2,1,3,213,Lost Customers
13980,60,1,200.14,2011-10-10 13:34:00,3,1,1,311,Other
13982,39,4,1871.81,2011-10-31 16:24:00,3,4,4,344,Loyal Customers
13983,30,12,2603.43,2011-11-10 11:06:00,4,5,5,455,Champions
13984,27,5,920.51,2011-11-13 12:38:00,4,4,3,443,Loyal Customers
13985,4,15,7060.13,2011-12-05 17:06:00,5,5,5,555,Champions
13986,17,1,320.46,2011-11-22 15:00:00,4,1,2,412,New Customers
13988,20,6,4147.96,2011-11-20 10:15:00,4,4,5,445,Champions
13989,66,2,1266.08,2011-10-05 09:47:00,3,2,4,324,Other
13990,213,1,311.3,2011-05-10 15:19:00,1,1,2,112,Lost Customers
13991,12,6,852.88,2011-11-27 16:18:00,5,4,3,543,Loyal Customers
13992,30,1,76.8,2011-11-09 15:23:00,4,1,1,411,New Customers
13993,43,9,3466.36,2011-10-28 09:06:00,3,5,5,355,Loyal Customers
13994,4,6,2274.14,2011-12-06 11:05:00,5,4,5,545,Champions
13995,15,5,1393.69,2011-11-24 14:22:00,4,4,4,444,Champions
13999,10,12,3901.81,2011-11-29 13:40:00,5,5,5,555,Champions
14000,211,1,635.66,2011-05-12 16:50:00,1,1,3,113,Lost Customers
14001,46,3,2043.0800000000002,2011-10-25 10:31:00,3,3,4,334,Other
14002,134,2,529.73,2011-07-28 15:55:00,2,2,3,223,Lost Customers
14004,43,7,4582.64,2011-10-27 14:40:00,3,5,5,355,Loyal Customers
14005,10,5,2874.72,2011-11-30 12:41:00,5,4,5,545,Champions
14006,116,3,962.19,2011-08-16 09:39:00,2,3,4,234,At Risk
14009,198,2,695.61,2011-05-25 15:47:00,1,2,3,123,Lost Customers
14012,278,1,328.8,2011-03-07 12:26:00,1,1,2,112,Lost Customers
14013,110,3,473.02,2011-08-21 15:01:00,2,3,2,232,At Risk
14014,77,1,505.18,2011-09-23 13:18:00,2,1,3,213,Lost Customers
14015,53,1,917.34,2011-10-18 10:02:00,3,1,3,313,Other
14016,162,4,4341.21,2011-07-01 11:29:00,2,4,5,245,At Risk
14019,47,3,1421.6100000000001,2011-10-24 10:13:00,3,3,4,334,Other
14020,17,2,642.8,2011-11-23 09:22:00,4,2,3,423,Potential Loyalists
14021,155,3,631.9,2011-07-07 15:46:00,2,3,3,233,At Risk
14022,225,1,440.0,2011-04-28 14:39:00,1,1,2,112,Lost Customers
14023,7,2,584.07,2011-12-02 13:58:00,5,2,3,523,Potential Loyalists
14024,122,2,327.7,2011-08-10 11:30:00,2,2,2,222,Lost Customers
14027,61,1,104.82,2011-10-10 09:01:00,3,1,1,311,Other
14029,63,2,467.66,2011-10-07 14:46:00,3,2,2,322,Other
14030,18,8,2358.84,2011-11-21 16:48:00,4,5,5,455,Champions
14031,7,19,17286.86,2011-12-02 17:13:00,5,5,5,555,Champions
14032,2,11,2975.59,2011-12-07 15:23:00,5,5,5,555,Champions
14034,22,3,648.89,2011-11-17 14:02:00,4,3,3,433,Potential Loyalists
14035,29,5,1428.02,2011-11-11 10:03:00,4,4,4,444,Champions
14036,285,1,626.65,2011-02-28 09:26:00,1,1,3,113,Lost Customers
14037,176,2,147.20000000000002,2011-06-16 13:57:00,2,2,1,221,Lost Customers
14038,78,3,1560.38,2011-09-22 13:37:00,2,3,4,234,At Risk
14039,33,1,152.2,2011-11-06 13:48:00,3,1,1,311,Other
14040,41,12,3560.32,2011-10-30 12:42:00,3,5,5,355,Loyal Customers
14041,266,1,141.41,2011-03-18 13:25:00,1,1,1,111,Lost Customers
14044,27,4,646.42,2011-11-13 12:05:00,4,4,3,443,Loyal Customers
14045,109,4,1659.75,2011-08-22 15:27:00,2,4,4,244,At Risk
14046,284,1,154.99,2011-02-28 14:48:00,1,1,1,111,Lost Customers
14047,9,5,1308.6100000000001,2011-12-01 11:43:00,5,4,4,544,Champions
14048,305,1,409.93,2011-02-07 14:53:00,1,1,2,112,Lost Customers
14049,17,4,5578.72,2011-11-23 12:20:00,4,4,5,445,Champions
14050,32,2,746.36,2011-11-08 10:00:00,4,2,3,423,Potential Loyalists
14051,1,23,15610.390000000001,2011-12-09 10:20:00,5,5,5,555,Champions
14052,20,1,225.35999999999999,2011-11-20 12:30:00,4,1,1,411,New Customers
14053,124,2,260.25,2011-08-07 14:27:00,2,2,2,222,Lost Customers
14054,65,1,92.46000000000001,2011-10-05 15:49:00,3,1,1,311,Other
14055,106,1,725.6400000000001,2011-08-25 15:04:00,2,1,3,213,Lost Customers
14056,1,23,8152.71,2011-12-08 13:36:00,5,5,5,555,Champions
14057,24,17,6211.66,2011-11-16 10:32:00,4,5,5,455,Champions
14059,267,1,183.6,2011-03-18 10:06:00,1,1,1,111,Lost Customers
14060,5,19,6140.42,2011-12-05 12:29:00,5,5,5,555,Champions
14062,10,12,10464.85,2011-11-30 10:04:00,5,5,5,555,Champions
14064,29,5,1334.34,2011-11-10 13:14:00,4,4,4,444,Champions
14066,267,1,152.55,2011-03-18 12:21:00,1,1,1,111,Lost Customers
14067,64,2,374.7,2011-10-07 10:21:00,3,2,2,322,Other
14068,320,1,265.85,2011-01-23 16:02:00,1,1,2,112,Lost Customers
14071,4,8,1437.57,2011-12-06 12:27:00,5,5,4,554,Champions
14073,32,1,151.04,2011-11-07 15:49:00,4,1,1,411,New Customers
14075,5,3,942.26,2011-12-05 08:38:00,5,3,4,534,Potential Loyalists
14076,129,1,118.67,2011-08-02 15:19:00,2,1,1,211,Lost Customers
14077,41,5,499.42,2011-10-30 12:35:00,3,4,3,343,Loyal Customers
14078,102,6,1049.37,2011-08-30 12:16:00,2,4,4,244,At Risk
14079,125,1,375.1,2011-08-07 12:10:00,2,1,2,212,Lost Customers
14080,33,1,45.599999999999994,2011-11-07 11:09:00,3,1,1,311,Other
14081,302,2,921.62,2011-02-10 16:17:00,1,2,3,123,Lost Customers
14082,365,1,182.25,2010-12-10 11:02:00,1,1,1,111,Lost Customers
14083,4,9,1002.9,2011-12-05 13:14:00,5,5,4,554,Champions
14085,2,18,4421.29,2011-12-07 13:46:00,5,5,5,555,Champions
14087,3,1,191.47,2011-12-07 12:41:00,5,1,1,511,New Customers
14088,10,13,50491.81,2011-11-29 16:16:00,5,5,5,555,Champions
14089,57,1,158.75,2011-10-14 10:38:00,3,1,1,311,Other
14090,325,1,76.32000000000001,2011-01-19 10:51:00,1,1,1,111,Lost Customers
14092,8,14,4076.9100000000003,2011-12-02 12:13:00,5,5,5,555,Champions
14093,12,1,433.86,2011-11-27 16:27:00,5,1,2,512,New Customers
14096,4,17,65164.79,2011-12-05 17:17:00,5,5,5,555,Champions
14098,37,1,147.35,2011-11-03 10:13:00,3,1,1,311,Other
14099,16,11,3104.17,2011-11-23 13:53:00,4,5,5,455,Champions
14100,138,1,191.95,2011-07-25 11:01:00,2,1,1,211,Lost Customers
14101,74,6,5976.79,2011-09-27 12:28:00,2,4,5,245,At Risk
14102,5,5,1105.8799999999999,2011-12-04 15:38:00,5,4,4,544,Champions
14104,155,2,216.21,2011-07-08 12:50:00,2,2,1,221,Lost Customers
14105,239,1,1266.23,2011-04-14 17:58:00,1,1,4,114,At Risk
14107,52,7,2703.23,2011-10-19 12:12:00,3,5,5,355,Loyal Customers
14108,31,2,597.91,2011-11-09 10:41:00,4,2,3,423,Potential Loyalists
14109,73,1,144.2,2011-09-28 10:18:00,2,1,1,211,Lost Customers
14110,4,12,5683.15,2011-12-06 12:26:00,5,5,5,555,Champions
14111,14,4,692.85,2011-11-25 13:44:00,4,4,3,443,Loyal Customers
14112,23,7,2915.15,2011-11-17 12:30:00,4,5,5,455,Champions
14113,4,4,1840.42,2011-12-06 12:18:00,5,4,4,544,Champions
14114,274,2,386.53,2011-03-11 09:42:00,1,2,2,122,Lost Customers
14116,20,5,1382.74,2011-11-20 10:29:00,4,4,4,444,Champions
14117,144,1,90.0,2011-07-19 09:49:00,2,1,1,211,Lost Customers
14121,4,4,2780.15,2011-12-06 12:19:00,5,4,5,545,Champions
14124,84,1,419.58,2011-09-16 13:32:00,2,1,2,212,Lost Customers
14125,11,3,2720.63,2011-11-29 12:47:00,5,3,5,535,Potential Loyalists
14126,8,3,706.1300000000001,2011-12-02 11:45:00,5,3,3,533,Potential Loyalists
14127,123,3,709.71,2011-08-09 10:49:00,2,3,3,233,At Risk
14128,61,2,637.5,2011-10-10 12:00:00,3,2,3,323,Other
14129,2,5,1123.8600000000001,2011-12-08 11:02:00,5,4,4,544,Champions
14130,319,1,480.91,2011-01-24 16:05:00,1,1,2,112,Lost Customers
14132,2,11,3586.03,2011-12-07 13:35:00,5,5,5,555,Champions
14133,130,3,605.64,2011-08-02 11:34:00,2,3,3,233,At Risk
14135,2,15,4690.31,2011-12-08 11:38:00,5,5,5,555,Champions
14138,2,2,965.88,2011-12-08 12:44:00,5,2,4,524,Potential Loyalists
14139,46,1,415.82,2011-10-24 13:34:00,3,1,2,312,Other
14140,4,2,935.05,2011-12-06 09:05:00,5,2,4,524,Potential Loyalists
14141,3,4,915.13,2011-12-07 09:53:00,5,4,3,543,Loyal Customers
14142,373,1,311.81,2010-12-01 16:33:00,1,1,2,112,Lost Customers
14143,134,1,115.8,2011-07-29 09:48:00,2,1,1,211,Lost Customers
14145,47,4,3742.2,2011-10-24 12:10:00,3,4,5,345,Loyal Customers
14146,9,5,4191.0,2011-12-01 10:18:00,5,4,5,545,Champions
14147,78,2,483.4,2011-09-22 18:10:00,2,2,2,222,Lost Customers
14148,234,1,157.2,2011-04-20 12:02:00,1,1,1,111,Lost Customers
14149,221,1,446.62,2011-05-03 09:44:00,1,1,2,112,Lost Customers
14150,36,2,658.64,2011-11-04 10:05:00,3,2,3,323,Other
14152,75,2,621.29,2011-09-25 12:54:00,2,2,3,223,Lost Customers
14154,239,2,1345.62,2011-04-14 16:26:00,1,2,4,124,At Risk
14155,266,1,118.75,2011-03-18 14:13:00,1,1,1,111,Lost Customers
14156,10,55,117210.08,2011-11-30 10:54:00,5,5,5,555,Champions
14157,20,2,424.89000000000004,2011-11-20 11:32:00,4,2,2,422,Potential Loyalists
14158,40,1,507.65999999999997,2011-10-30 15:08:00,3,1,3,313,Other
14159,20,11,4630.35,2011-11-20 12:36:00,4,5,5,455,Champions
14161,216,3,1097.6200000000001,2011-05-08 11:41:00,1,3,4,134,At Risk
14162,174,2,289.36,2011-06-19 11:36:00,2,2,2,222,Lost Customers
14163,87,4,2445.91,2011-09-13 15:18:00,2,4,5,245,At Risk
14164,71,2,1631.77,2011-09-30 12:24:00,3,2,4,324,Other
14165,276,1,120.44,2011-03-09 12:39:00,1,1,1,111,Lost Customers
14167,39,4,562.59,2011-10-31 14:29:00,3,4,3,343,Loyal Customers
14171,98,1,363.79,2011-09-02 16:43:00,2,1,2,212,Lost Customers
14173,11,4,450.84,2011-11-29 11:54:00,5,4,2,542,Loyal Customers
14174,33,1,134.46,2011-11-06 13:17:00,3,1,1,311,Other
14175,60,3,3222.3,2011-10-11 11:55:00,3,3,5,335,Other
14176,297,4,576.9000000000001,2011-02-15 13:12:00,1,4,3,143,At Risk
14177,86,4,549.46,2011-09-14 15:11:00,2,4,3,243,At Risk
14178,9,7,1600.26,2011-12-01 12:01:00,5,5,4,554,Champions
14179,41,2,701.57,2011-10-30 12:07:00,3,2,3,323,Other
14180,11,25,4748.52,2011-11-29 10:56:00,5,5,5,555,Champions
14184,67,1,452.89,2011-10-04 12:43:00,3,1,2,312,Other
14185,331,1,197.65,2011-01-12 13:52:00,1,1,1,111,Lost Customers
14188,31,6,2054.36,2011-11-09 12:45:00,4,4,4,444,Champions
14189,2,15,4654.08,2011-12-07 15:55:00,5,5,5,555,Champions
14191,2,13,4684.76,2011-12-08 09:23:00,5,5,5,555,Champions
14193,68,2,853.39,2011-10-03 09:34:00,3,2,3,323,Other
14194,5,21,11349.52,2011-12-05 10:38:00,5,5,5,555,Champions
14195,202,2,1012.0,2011-05-22 10:29:00,1,2,4,124,At Risk
14196,107,1,335.52,2011-08-25 10:25:00,2,1,2,212,Lost Customers
14198,18,4,701.4,2011-11-21 16:35:00,4,4,3,443,Loyal Customers
14199,218,1,185.39999999999998,2011-05-05 13:44:00,1,1,1,111,Lost Customers
14201,60,7,747.44,2011-10-10 13:27:00,3,5,3,353,Loyal Customers
14204,2,1,150.61,2011-12-07 13:38:00,5,1,1,511,New Customers
14205,17,2,466.7,2011-11-23 10:55:00,4,2,2,422,Potential Loyalists
14206,239,1,328.15999999999997,2011-04-14 16:38:00,1,1,2,112,Lost Customers
14208,95,1,151.74,2011-09-06 12:48:00,2,1,1,211,Lost Customers
14209,11,6,2073.43,2011-11-29 10:18:00,5,4,5,545,Champions
14210,106,6,1905.8400000000001,2011-08-26 12:36:00,2,4,4,244,At Risk
14211,53,9,2241.1,2011-10-17 13:23:00,3,5,5,355,Loyal Customers
14212,90,1,1070.48,2011-09-11 12:45:00,2,1,4,214,At Risk
14214,31,5,1004.38,2011-11-09 10:31:00,4,4,4,444,Champions
14215,12,6,1789.72,2011-11-28 12:19:00,5,4,4,544,Champions
14216,3,4,1839.3,2011-12-06 14:56:00,5,4,4,544,Champions
14217,2,17,2004.98,2011-12-08 11:53:00,5,5,4,554,Champions
14218,43,1,169.48000000000002,2011-10-28 10:00:00,3,1,1,311,Other
14219,4,1,89.94,2011-12-05 16:23:00,5,1,1,511,New Customers
14220,247,2,632.4000000000001,2011-04-06 13:23:00,1,2,3,123,Lost Customers
14221,42,9,3432.8,2011-10-28 13:42:00,3,5,5,355,Loyal Customers
14222,177,1,683.17,2011-06-15 16:42:00,2,1,3,213,Lost Customers
14223,92,3,991.13,2011-09-08 13:38:00,2,3,4,234,At Risk
14224,110,4,1009.73,2011-08-21 13:24:00,2,4,4,244,At Risk
14226,29,5,2214.79,2011-11-11 11:34:00,4,4,5,445,Champions
14227,26,10,3350.96,2011-11-13 15:48:00,4,5,5,455,Champions
14229,52,3,1547.2,2011-10-19 10:04:00,3,3,4,334,Other
14231,184,3,925.71,2011-06-09 11:05:00,1,3,3,133,At Risk
14232,43,5,2048.07,2011-10-28 11:09:00,3,4,4,344,Loyal Customers
14233,49,4,1462.72,2011-10-21 15:54:00,3,4,4,344,Loyal Customers
14234,22,4,754.12,2011-11-17 17:53:00,4,4,3,443,Loyal Customers
14235,75,5,3144.86,2011-09-25 14:37:00,2,4,5,245,At Risk
14236,81,2,490.86,2011-09-20 09:13:00,2,2,3,223,Lost Customers
14237,373,1,161.0,2010-12-01 13:20:00,1,1,1,111,Lost Customers
14238,326,1,146.85,2011-01-17 14:40:00,1,1,1,111,Lost Customers
14239,43,11,2380.85,2011-10-27 14:40:00,3,5,5,355,Loyal Customers
14240,30,2,890.34,2011-11-09 13:45:00,4,2,3,423,Potential Loyalists
14241,184,1,213.70000000000002,2011-06-09 11:46:00,1,1,1,111,Lost Customers
14242,235,2,280.55,2011-04-19 11:46:00,1,2,2,122,Lost Customers
14243,9,10,2588.77,2011-12-01 11:12:00,5,5,5,555,Champions
14245,220,2,1693.45,2011-05-04 08:40:00,1,2,4,124,At Risk
14246,111,3,1474.06,2011-08-21 11:50:00,2,3,4,234,At Risk
14247,278,1,136.77,2011-03-06 15:21:00,1,1,1,111,Lost Customers
14248,318,1,302.58,2011-01-25 14:45:00,1,1,2,112,Lost Customers
14250,7,3,1904.05,2011-12-02 14:30:00,5,3,4,534,Potential Loyalists
14251,2,5,2879.7000000000003,2011-12-08 08:32:00,5,4,5,545,Champions
14256,260,2,969.0600000000001,2011-03-24 13:17:00,1,2,4,124,At Risk
14257,64,5,3099.7200000000003,2011-10-06 16:54:00,3,4,5,345,Loyal Customers
14258,9,9,12669.98,2011-11-30 15:27:00,5,5,5,555,Champions
14259,142,1,120.0,2011-07-21 10:44:00,2,1,1,211,Lost Customers
14261,51,2,1163.45,2011-10-20 10:04:00,3,2,4,324,Other
14262,8,8,2618.23,2011-12-01 14:17:00,5,5,5,555,Champions
14264,155,2,333.97,2011-07-08 10:20:00,2,2,2,222,Lost Customers
14265,109,2,530.18,2011-08-22 13:32:00,2,2,3,223,Lost Customers
14267,163,3,1516.24,2011-06-30 10:09:00,2,3,4,234,At Risk
14270,332,1,492.65000000000003,2011-01-12 09:33:00,1,1,3,113,Lost Customers
14271,226,1,112.32000000000001,2011-04-28 12:47:00,1,1,1,111,Lost Customers
14272,74,2,437.96,2011-09-27 10:08:00,2,2,2,222,Lost Customers
14273,51,4,559.97,2011-10-19 13:20:00,3,4,3,343,Loyal Customers
14276,99,3,1119.74,2011-09-02 09:45:00,2,3,4,234,At Risk
14277,15,3,4188.0,2011-11-24 15:01:00,4,3,5,435,Potential Loyalists
14280,197,1,134.04,2011-05-27 10:37:00,1,1,1,111,Lost Customers
14282,3,15,3701.44,2011-12-06 17:04:00,5,5,5,555,Champions
14284,31,2,595.25,2011-11-09 08:11:00,4,2,3,423,Potential Loyalists
14285,21,4,1910.01,2011-11-18 14:50:00,4,4,4,444,Champions
14286,24,3,4628.75,2011-11-16 10:34:00,4,3,5,435,Potential Loyalists
14287,8,3,176.63,2011-12-01 13:25:00,5,3,1,531,Potential Loyalists
14288,213,1,426.6,2011-05-10 13:22:00,1,1,2,112,Lost Customers
14289,9,6,911.26,2011-12-01 11:44:00,5,4,3,543,Loyal Customers
14290,11,5,2314.65,2011-11-28 14:02:00,5,4,5,545,Champions
14291,2,11,3883.25,2011-12-08 10:26:00,5,5,5,555,Champions
14292,8,9,4871.93,2011-12-02 11:50:00,5,5,5,555,Champions
14293,3,4,1046.56,2011-12-06 15:17:00,5,4,4,544,Champions
14295,40,1,166.20000000000002,2011-10-30 15:50:00,3,1,1,311,Other
14297,18,4,1305.33,2011-11-22 09:06:00,4,4,4,444,Champions
14298,8,44,51527.3,2011-12-01 13:12:00,5,5,5,555,Champions
14299,8,9,3965.62,2011-12-01 16:05:00,5,5,5,555,Champions
14300,19,1,43.2,2011-11-21 08:57:00,4,1,1,411,New Customers
14301,117,1,640.14,2011-08-14 15:33:00,2,1,3,213,Lost Customers
14304,223,1,383.45,2011-05-01 11:50:00,1,1,2,112,Lost Customers
14305,71,3,1858.96,2011-09-29 15:29:00,3,3,4,334,Other
14306,51,2,2093.32,2011-10-19 13:23:00,3,2,5,325,Other
14307,89,6,2995.7200000000003,2011-09-12 09:38:00,2,4,5,245,At Risk
14309,8,9,2352.53,2011-12-01 13:33:00,5,5,5,555,Champions
14311,243,1,310.26,2011-04-11 10:14:00,1,1,2,112,Lost Customers
14312,47,6,1611.5900000000001,2011-10-24 09:46:00,3,4,4,344,Loyal Customers
14314,107,1,120.0,2011-08-25 10:39:00,2,1,1,211,Lost Customers
14315,45,6,2481.13,2011-10-26 12:06:00,3,4,5,345,Loyal Customers
14317,65,1,508.58,2011-10-06 10:44:00,3,1,3,313,Other
14320,207,2,477.79,2011-05-17 09:24:00,1,2,2,122,Lost Customers
14321,11,5,1530.75,2011-11-29 09:47:00,5,4,4,544,Champions
14323,115,2,605.0600000000001,2011-08-17 11:37:00,2,2,3,223,Lost Customers
14326,242,1,183.85,2011-04-11 15:04:00,1,1,1,111,Lost Customers
14327,163,1,311.65000000000003,2011-06-29 13:58:00,2,1,2,212,Lost Customers
14329,17,7,4975.24,2011-11-22 15:50:00,4,5,5,455,Champions
14331,124,2,462.66,2011-08-07 13:17:00,2,2,2,222,Lost Customers
14332,23,3,840.21,2011-11-17 11:54:00,4,3,3,433,Potential Loyalists
14333,68,1,415.2,2011-10-03 10:38:00,3,1,2,312,Other
14334,17,8,2552.21,2011-11-23 10:01:00,4,5,5,455,Champions
14335,16,2,454.86,2011-11-23 13:41:00,4,2,2,422,Potential Loyalists
14336,17,4,1614.91,2011-11-23 11:40:00,4,4,4,444,Champions
14338,161,2,588.22,2011-07-01 14:08:00,2,2,3,223,Lost Customers
14339,243,1,309.52000000000004,2011-04-11 11:06:00,1,1,2,112,Lost Customers
14340,219,1,134.7,2011-05-05 09:44:00,1,1,1,111,Lost Customers
14341,45,8,2166.98,2011-10-25 15:48:00,3,5,5,355,Loyal Customers
14342,21,4,668.5600000000001,2011-11-18 13:21:00,4,4,3,443,Loyal Customers
14344,127,8,889.9300000000001,2011-08-04 13:51:00,2,5,3,253,At Risk
14345,39,1,108.98,2011-11-01 09:51:00,3,1,1,311,Other
14346,121,2,1021.58,2011-08-11 09:47:00,2,2,4,224,At Risk
14348,260,1,409.57,2011-03-24 16:23:00,1,1,2,112,Lost Customers
14349,10,1,133.5,2011-11-29 15:39:00,5,1,1,511,New Customers
14350,274,1,282.93,2011-03-10 14:14:00,1,1,2,112,Lost Customers
14351,165,1,51.0,2011-06-28 11:56:00,2,1,1,211,Lost Customers
14352,157,4,1078.96,2011-07-05 15:41:00,2,4,4,244,At Risk
14353,215,1,90.6,2011-05-08 16:06:00,1,1,1,111,Lost Customers
14354,6,2,163.62,2011-12-04 11:32:00,5,2,1,521,Potential Loyalists
14355,366,1,174.4,2010-12-09 12:16:00,1,1,1,111,Lost Customers
14356,80,2,701.23,2011-09-21 09:18:00,2,2,3,223,Lost Customers
14357,43,1,225.12,2011-10-27 16:23:00,3,1,1,311,Other
14359,19,3,912.1800000000001,2011-11-20 13:17:00,4,3,3,433,Potential Loyalists
14360,32,4,2118.03,2011-11-08 09:12:00,4,4,5,445,Champions
14362,22,1,151.5,2011-11-17 15:08:00,4,1,1,411,New Customers
14364,109,8,3717.35,2011-08-23 11:01:00,2,5,5,255,At Risk
14367,8,16,9227.82,2011-12-01 13:19:00,5,5,5,555,Champions
14368,320,1,155.0,2011-01-24 09:52:00,1,1,1,111,Lost Customers
14371,295,1,100.5,2011-02-17 16:35:00,1,1,1,111,Lost Customers
14373,358,1,76.55,2010-12-16 15:40:00,1,1,1,111,Lost Customers
14375,185,1,235.56,2011-06-07 13:44:00,1,1,1,111,Lost Customers
14377,191,2,617.05,2011-06-01 13:32:00,1,2,3,123,Lost Customers
14379,44,2,348.1,2011-10-26 16:43:00,3,2,2,322,Other
14381,52,1,202.68,2011-10-18 17:10:00,3,1,1,311,Other
14382,26,1,615.49,2011-11-13 16:18:00,4,1,3,413,New Customers
14383,38,3,1247.69,2011-11-01 15:53:00,3,3,4,334,Other
14385,9,3,202.10999999999999,2011-11-30 15:36:00,5,3,1,531,Potential Loyalists
14386,297,1,142.4,2011-02-16 09:45:00,1,1,1,111,Lost Customers
14387,33,3,1727.6,2011-11-07 12:29:00,3,3,4,334,Other
14388,10,8,3212.84,2011-11-29 13:32:00,5,5,5,555,Champions
14389,65,2,1043.46,2011-10-05 15:17:00,3,2,4,324,Other
14390,10,9,4642.57,2011-11-29 13:49:00,5,5,5,555,Champions
14393,218,1,67.95,2011-05-05 18:16:00,1,1,1,111,Lost Customers
14395,2,9,3479.91,2011-12-07 14:34:00,5,5,5,555,Champions
14396,65,2,487.99,2011-10-05 16:09:00,3,2,3,323,Other
14397,3,19,2612.96,2011-12-07 09:22:00,5,5,5,555,Champions
14400,149,1,574.7,2011-07-13 15:50:00,2,1,3,213,Lost Customers
14401,4,13,4051.48,2011-12-05 13:30:00,5,5,5,555,Champions
14403,130,4,1475.81,2011-08-01 12:57:00,2,4,4,244,At Risk
14404,34,6,1449.32,2011-11-06 12:30:00,3,4,4,344,Loyal Customers
14406,119,1,156.75,2011-08-12 16:54:00,2,1,1,211,Lost Customers
14407,107,6,2157.73,2011-08-24 14:02:00,2,4,5,245,At Risk
14408,11,7,2599.03,2011-11-29 11:41:00,5,5,5,555,Champions
14409,71,6,2059.4500000000003,2011-09-29 18:18:00,3,4,5,345,Loyal Customers
14410,92,9,1100.27,2011-09-08 15:08:00,2,5,4,254,At Risk
14411,311,1,1063.0,2011-02-02 10:56:00,1,1,4,114,At Risk
14412,43,2,770.03,2011-10-28 10:45:00,3,2,3,323,Other
14413,362,1,121.05,2010-12-12 13:37:00,1,1,1,111,Lost Customers
14414,92,7,1496.98,2011-09-09 12:09:00,2,5,4,254,At Risk
14415,1,13,5855.57,2011-12-08 14:38:00,5,5,5,555,Champions
14416,22,2,490.22,2011-11-17 15:22:00,4,2,3,423,Potential Loyalists
14418,4,3,1937.25,2011-12-06 11:39:00,5,3,4,534,Potential Loyalists
14419,11,6,1051.79,2011-11-29 11:22:00,5,4,4,544,Champions
14420,99,1,387.52,2011-09-01 18:07:00,2,1,2,212,Lost Customers
14421,57,2,813.11,2011-10-13 13:24:00,3,2,3,323,Other
14422,1,6,4263.64,2011-12-09 11:26:00,5,4,5,545,Champions
14423,218,1,265.2,2011-05-05 15:12:00,1,1,2,112,Lost Customers
14424,18,1,322.08,2011-11-22 11:48:00,4,1,2,412,New Customers
14426,24,10,4481.67,2011-11-16 12:25:00,4,5,5,455,Champions
14427,50,2,363.34000000000003,2011-10-20 14:23:00,3,2,2,322,Other
14428,7,5,1224.06,2011-12-02 13:17:00,5,4,4,544,Champions
14431,303,1,470.36,2011-02-10 10:40:00,1,1,2,112,Lost Customers
14432,10,6,2248.5,2011-11-30 08:04:00,5,4,5,545,Champions
14434,22,6,1372.8,2011-11-18 08:56:00,4,4,4,444,Champions
14436,99,1,89.06,2011-09-02 10:13:00,2,1,1,211,Lost Customers
14437,366,1,63.0,2010-12-09 09:27:00,1,1,1,111,Lost Customers
14438,306,1,131.9,2011-02-06 14:56:00,1,1,1,111,Lost Customers
14439,320,1,2661.24,2011-01-24 11:39:00,1,1,5,115,At Risk
14440,8,5,2357.68,2011-12-01 15:42:00,5,4,5,545,Champions
14441,1,4,1712.89,2011-12-09 09:07:00,5,4,4,544,Champions
14442,205,2,1589.82,2011-05-19 11:36:00,1,2,4,124,At Risk
14443,54,4,1420.2,2011-10-17 10:10:00,3,4,4,344,Loyal Customers
14446,1,4,1010.35,2011-12-09 11:34:00,5,4,4,544,Champions
14447,19,5,1163.23,2011-11-21 08:28:00,4,4,4,444,Champions
14448,9,2,375.35,2011-11-30 13:50:00,5,2,2,522,Potential Loyalists
14449,19,4,885.8,2011-11-21 12:06:00,4,4,3,443,Loyal Customers
14450,181,3,483.25,2011-06-12 10:46:00,1,3,2,132,At Risk
14451,60,2,643.9,2011-10-10 13:38:00,3,2,3,323,Other
14452,11,2,259.05,2011-11-29 12:06:00,5,2,2,522,Potential Loyalists
14453,190,1,119.93,2011-06-02 14:15:00,1,1,1,111,Lost Customers
14456,5,9,3017.28,2011-12-04 13:59:00,5,5,5,555,Champions
14457,311,1,113.64,2011-02-02 09:39:00,1,1,1,111,Lost Customers
14459,155,1,1837.92,2011-07-07 13:35:00,2,1,4,214,At Risk
14460,110,3,434.34,2011-08-21 14:19:00,2,3,2,232,At Risk
14461,148,3,2103.06,2011-07-14 17:11:00,2,3,5,235,At Risk
14462,66,11,1980.57,2011-10-04 15:55:00,3,5,4,354,Loyal Customers
14463,98,3,529.62,2011-09-02 15:20:00,2,3,3,233,At Risk
14465,247,3,1038.44,2011-04-07 12:38:00,1,3,4,134,At Risk
14466,29,7,2272.4,2011-11-10 14:07:00,4,5,5,455,Champions
14467,18,4,596.26,2011-11-22 12:48:00,4,4,3,443,Loyal Customers
14470,12,2,461.19,2011-11-28 10:31:00,5,2,2,522,Potential Loyalists
14472,104,8,1852.67,2011-08-28 11:01:00,2,5,4,254,At Risk
14473,74,2,234.34,2011-09-26 15:10:00,2,2,1,221,Lost Customers
14474,46,1,547.66,2011-10-24 13:26:00,3,1,3,313,Other
14475,72,3,925.85,2011-09-29 10:46:00,2,3,3,233,At Risk
14476,257,1,193.0,2011-03-27 15:39:00,1,1,1,111,Lost Customers
14477,20,4,1309.6,2011-11-20 11:11:00,4,4,4,444,Champions
14479,254,2,316.25,2011-03-31 09:07:00,1,2,2,122,Lost Customers
